Message,CM,AOPV,CDACT,TI,TTBF,Response
negro come white people actually live theyre gonna see gun pointed intelligence matter warfare theyre retard ever real civil war theyll get slaughtered white win,1.666666667,4.666666667,3.666666667,2.5,1.5,"CM Hate Score: 1.666666667
AOPV Hate Score: 4.666666667
CDACT Hate Score: 3.666666667
TI Hate Score: 2.5
TTBF Hate Score: 1.5
"
keep coddling well see thats damn sure stormwarrior put see nastier get ive already pointed approve current madness amnesty illegals well treated new flood illegals scheme allow use mexican issued id card u police give illegals scared report crime police protect whose tax pay police salary illegals shoot thats fine,2.833333333,3.0,4.166666667,2.833333333,1.333333333,"CM Hate Score: 2.833333333
AOPV Hate Score: 3.0
CDACT Hate Score: 4.166666667
TI Hate Score: 2.833333333
TTBF Hate Score: 1.333333333
"
guy think serious problem gypsiesuhwellwe much worse kurd inferior occupy turkey population mean million kurd million nonwhite smelly uglyi bet ugliest race murderer hole come western turkish city increse crime rate dumb religious rag head unfortunately million kurd living istanbul pop million today came southeast live scumbags anything worse attack,1.666666667,1.0,3.333333333,1.5,2.333333333,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.5
TTBF Hate Score: 2.333333333
"
illegal immigration cancer north american society know severity mayor los angeles nothing le traitor make statement like los angeles mexican city parasitic relationship illegal immigrant worker american economy nothing draw dollar economy infusses mexican economy fake id inflated depedents group liviing cash wage without tax withheld money transfer excess billion dollar year enrich mexico expense u increased crime rate general nonwhite white directly effected illegal immigration disregard culture law nothing erode white value system immigrant first arrive live work male womanless environment first come tend crude packlike culturally isolated single significant factor high teen pregnancy rate area live visit wwwnewnationcom show effect crime rate small city town like allentown pa either stop illegal immigration alamo vain,2.166666667,1.166666667,4.666666667,3.166666667,1.833333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.666666667
TI Hate Score: 3.166666667
TTBF Hate Score: 1.833333333
"
im sure french unconditionally surrender negro invader practically done already plustheyre france,2.833333333,1.0,4.833333333,4.0,1.166666667,"CM Hate Score: 2.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 4.0
TTBF Hate Score: 1.166666667
"
incidentally scyths arent descended indoaryans theyre subbranch indoiranian branch stayed area east caspian sea indoaryans invaded india time iranian medes persian invaded iran around time scyths retraced original indoiranian migration way back ukraine last home original aryan invaded europe bc started eventually became western civilization arrived scyths chased last remnant original aryan maybe serf known history cimmerians cimmerians set marauding,1.333333333,1.0,3.333333333,1.666666667,1.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.666666667
TTBF Hate Score: 1.0
"
india pakistan population pose destabilizing threat world like cockroach invading every country swarm immigrant cause institutional collapse country country software industry first sector hit never recovered people kept bos happy brought million parasite driving hard working chinese white black people worked whole firm ultimately whole software industry came people could talk could never perform billion people living trash child growin eating litter garbage dump people going contribute positively society grow eating faeces food destroyed country incompetence corruption bad work ethic bullting way system worked perfectly well british collapsed incompetence bad work ethic feeding million pose serious threat world china need stop getting pre occupied taiwan need address immediate danger first billion garbage eating hungry hungry people people human breed million like house fly dont take care child responsible way breed parasite bring country country incompetence lack ethic office conspiracy absence positive constructive imaginative mind people pathological liar forger bullters hundred came u fake certificate got deported back big chunk still u taking whatever little left industry apart permanent long term damage destroying corporate culture american work ethic,2.333333333,1.0,5.333333333,4.333333333,1.666666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 5.333333333
TI Hate Score: 4.333333333
TTBF Hate Score: 1.666666667
"
infinitely man slimy traitorous worm make effete western government today pandering racial filth whove invaded invading civilized white world slimy race traitor support,2.166666667,1.0,4.0,1.5,1.166666667,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 1.5
TTBF Hate Score: 1.166666667
"
invader illegal alien brought white nation specifically destroy,2.166666667,1.0,3.666666667,5.833333333,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 5.833333333
TTBF Hate Score: 1.0
"
iranian invader country hasnt war torn yet,1.166666667,1.166666667,3.0,1.0,2.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.0
"
giving immigrant fingerprint identity card hard cash spend want good idea even though would rather slipped across channel last year sent back neolithic society,3.666666667,1.0,3.333333333,3.0,1.666666667,"CM Hate Score: 3.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 3.0
TTBF Hate Score: 1.666666667
"
israeli suspends west bank pullback u bomb serbian protecting real estate islamic terrorist cant u bomb israel invading people land prejiduce america,1.666666667,6.0,4.0,1.666666667,1.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 6.0
CDACT Hate Score: 4.0
TI Hate Score: 1.666666667
TTBF Hate Score: 1.0
"
white version santahis name brother claus would offend nigglets white santa great obvs though,1.0,1.0,3.0,1.666666667,2.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 2.833333333
"
really funny see double standard guysgirls sound supporting prince mistaken read correct aware prince white could possibly support someone fit description white answer uhter funny see double standard girlsguys boil white nationalist decided take cue gallant little ally mideast israel decided time american patriot learn policy lesson jew apply israel solution domestic racial crisis course talking negroafro minority amongst beloved nation well alien mexico threaten inundate u border mention mud flooding u overseas increasingly predominately black city america nogo zone white american raped robbed assaulted even killed go terror act spill nonblack town city result white american safe land meanwhile catholic peon mexico invade country undermine protestant character nation perpetrate crime terrorism would seem end sight violence committed group violence must end decided must chosen people god almighty arab allowed leave town may enter israel employment reason except certain case medical emergency america need whenever clash police outburst violence afro latino america seal ghetto barrio way israel sealed palestinian city beginning recommend christian europe well violence erupts german close predominately turkish town germany french close african area france british seal brixton closing access minority outside world month end like israel closed area american intelligence agent pinpoint home violenceprone black mexican gangmembers rioter demolish home leaving family street belong israeli great success year palestinian house demolition real deterrent soon forgotten like israel time black mexican child throw stone white american assault white american shot hundred black mexican child killed police vigilante america every year parent fault allowing child street handle way israel need implement jewish policy u muzzled police militia long face black latino violence let teach colored america way israeli teaching heathen camel riding sand palestine advocating implementation measure america decided tell congressman teacher pastor medium person wehave learned tactic israel best solution ending minority violence jewish solution minority alien right must reasonably balanced america security security must remain paramount concern ensure success campaign make america secure israel decided important stress teaching role model israel good chance denounced obstructed human right activist cosmopolitan egghead liberal type decided citing israeli model win powerful ally cause human right group like antidefamation league adl morris dees splc wiesenthal center medium condemn plan minority alien crime control know israel without israeli parallel platform counter minority violence would smeared racist neonazi however soon medium human right group understand merely imitating holy state israel program immune token criticism white seeking separate nation free mud influence without integration forced upon u like israel problem uhter trust wont upset think either way hawhawhaw,4.5,5.5,5.833333333,4.666666667,1.333333333,"CM Hate Score: 4.5
AOPV Hate Score: 5.5
CDACT Hate Score: 5.833333333
TI Hate Score: 4.666666667
TTBF Hate Score: 1.333333333
"
typical jew write book hitler dead cant defend course wasnt faggot great man principle great leader strong minded cunning man could fag,1.166666667,1.0,3.166666667,2.333333333,1.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 2.333333333
TTBF Hate Score: 1.333333333
"
look like aimed white mean time arab africoons invading drove molems claim france moslem christian year faggot drug sort filth overrunning europe getting deserves,1.833333333,1.166666667,3.0,2.166666667,1.333333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 2.166666667
TTBF Hate Score: 1.333333333
"
saddens look bosnia bosnia region invaded ottoman turk brought islam region many white live forcefully converted islam still practice today ottoman turk also alot race mixing went region native white caucasian asiatic turk serb croat originally one proud white people lived region peace religion culture invasion ottoman turk religion brought led white selfdestruction region saddens see pround white people culture infiltrated foreign religion foreign dna mass rape asiatic turk lasting ottoman influence proud region created alexander great byzantine empire since shattered incorporation foreign dna religion broken region,1.5,1.0,5.666666667,5.833333333,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 5.666666667
TI Hate Score: 5.833333333
TTBF Hate Score: 1.0
"
say bible man man together abomination sin pretty much stick faggot really piss think law closer bible one,2.833333333,1.0,4.0,1.0,1.0,"CM Hate Score: 2.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
