MessageNumber,Message,English,MessageID,CM_1,CM_2,CM_3,CM_4,CM_5,CM_6,AOPV_1,AOPV_2,AOPV_3,AOPV_4,AOPV_5,AOPV_6,CDACT_1,CDACT_2,CDACT_3,CDACT_4,CDACT_5,CDACT_6,TI_1,TI_2,TI_3,TI_4,TI_5,TI_6,TTBF_1,TTBF_2,TTBF_3,TTBF_4,TTBF_5,TTBF_6,MessageNumber2,Hate,Year,CM,AOPV,CDACT,TI,TTBF
194,I would never even think of buying GAP. My bomber jacket is good enough. Those faggot jackets and pants are overpriced anyways.,1,194,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,1,194,0.897,2001,1,1,3,1,1.5
195,"Idol1, you said white Nationalism is un American.  I'll tell you what is unAmerican, 2.7Billion Dollars in Military Aid to Israel.  Why is that un American?  Because George Washington said it is. 
 
It's unAmerican to allow our borders to be overrun by parasites 
from Mexico.  Why.  Because 189 American gave their lives at the 
Alamo. 
 
It's unAmerican to dismantle the Constitution of the United States by your politically correct judges and politicans. 
 
It's unAmerican to withhold an Income Tax from legal citizens while illegal immigrants claim large numbers of non-existent dependents. 
 
It's unAmerican for Billions of Dollars to be sent to Mexico by people living here.  It's unAmerican to allow our cities to become cesspools of crime. 
 
UNAMERICAN.  How many wars have you fought in because some 
Republican or Democrat wanted to stop communism.  Now that we 
don't have the Demon Communism to fight, your AMERICAN POLITICALLY CORRECT POLITICIANS HAVE FOUND A NEW ENEMY TO POUR MONEY AND BLOOD INTO FIGHTING (not theirs) 
 
Be careful boy who you call unAmerican.  Try to find something other than the name boy to debate.",1,195,2,4,2,2,2,2,1,1,1,1,1,1,5,5,6,6,5,5,5,5,3,3,1,5,1,1,1,1,1,1,195,0.886,2001,2.333333333,1,5.333333333,3.666666667,1
196,If those negroes come to where white people actually live then they're gonna see some guns pointed at them. Intelligence matters in warfare and they're retards. If we ever have a real civil war they'll get slaughtered and whites will win.,1,196,1,1,3,1,3,1,2,6,6,2,6,6,6,3,3,4,3,3,4,4,4,1,1,1,1,1,4,1,1,1,196,0.906,2020,1.666666667,4.666666667,3.666666667,2.5,1.5
197,"If we keep on coddling them we'll only see more, thats for damn sure, and as Stormwarrior put it, the more we see the nastier they get. I've already pointed out that if we approve the current madness and amnesty the illegals, we'll only be treated to a new flood of illegals. And the scheme to allow them to use Mexican issued ID cards in the US? Now why should the police give a **** if the illegals are scared to report crime? The police should protect those whose taxes pay the police salaries, not illegals. If they shoot each other then thats fine with me.",1,197,2,5,2,4,2,2,2,2,5,2,2,5,3,3,6,5,5,3,4,5,5,1,1,1,1,2,1,1,1,2,197,0.889,2001,2.833333333,3,4.166666667,2.833333333,1.333333333
198,"If you guys think you have a serious problem with gypsies...uh!..well..We have much worse! We have kurds and these inferiors occupy the %25 of Turkey's population! That means 20 million kurds!!! 20 million non-white, smelly, ugly(i can bet, they are the ugliest race of all!) , murderers! These ****holes come to western Turkish cities and increse the crime rate, they are dumb, religious, rag heads! Unfortunately 2 million kurds living in Istanbul (pop:12 million) today!!!... all came from the south-east! and we have to live with those scumbags! CAN IT BE ANYTHING WORSE THAN THIS?!!   
 
:attack",1,198,2,1,1,2,2,2,1,1,1,1,1,1,5,3,3,3,3,3,4,1,1,1,1,1,1,4,4,2,1,2,198,0.892,2001,1.666666667,1,3.333333333,1.5,2.333333333
199,"Illegal immigration is a cancer on North American Society. We all 
know the severity of it.  The Mayor of Los Angeles is nothing less 
than a traitor when he makes statements like Los Angeles is a Mexican city. 
 
The parasitic relationship between the Illegal Immigrant Worker 
and the American Economy does nothing but draw off dollars from 
our economy and infusses them into the Mexican Economy.  Fake 
IDs, inflated depedents, group liviing, cash wages without taxes withheld, money transfers in excess of 9 Billion Dollars this year 
all enrich Mexico at the expense of the US. 
 
Increased crime rate in general and non-white on white is directly  
effected by Illegal immigration. 
 
Disregard for our culture and laws can do nothing but further erode the white value system. 
 
Most of these immigrants, when they first arrive, live and work in an all male womanless 
environment when they first come here and they tend to be crude, packlike, and culturally isolated. 
 
They are the single most significant factor in a high teen  pregnancy rate in the area where I live.  A visit to  www.newnation.com  will show the effect on the crime rate in small cities and towns like Allentown, PA. 
 
We either stop the illegal immigration or the Alamo was in vain.",1,199,4,1,2,2,2,2,1,2,1,1,1,1,5,5,5,5,3,5,5,4,4,1,1,4,1,1,4,2,1,2,199,0.894,2001,2.166666667,1.166666667,4.666666667,3.166666667,1.833333333
200,"I'm sure the French will just, unconditionally, surrender to the negro invaders. 
After all, they have practically done that already (plus....they're France)",1,200,1,3,4,3,2,4,1,1,1,1,1,1,3,5,5,5,6,5,1,4,5,5,4,5,2,1,1,1,1,1,200,0.906,2020,2.833333333,1,4.833333333,4,1.166666667
201,"incidentally, the scyths arent descended from indo-aryans, they're the sub-branch of the indo-iranian branch which stayed in the area east of the caspian sea when the indo-aryans invaded india. some time after that the iranians (medes and persians) invaded iran. around the same time, the scyths retraced the original indo-iranian migration all the way back to the ukraine, which was the last home of the original aryans before they invaded europe in 4300 BC and started what eventually became western civilization. when they arrived, the scyths chased out the last remnants of these original aryans, or maybe it was just their serfs, known to history as the cimmerians. the cimmerians then set about marauding on their own.",1,201,1,1,2,1,2,1,1,1,1,1,1,1,5,3,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,201,0.893,2001,1.333333333,1,3.333333333,1.666666667,1
202,"India and Pakistan 
 
Their population poses a destabilizing threat to the World. 
 
Like the cockroaches they are invading every country with swarms of immigrants to cause institutional collapse in country after country. 
 
Our software industry was the first sector to be hit. It never recovered. 
 
These people kept the boss happy, brought in millions of other parasites, driving the hard working chinese, whites, blacks out. Once the people who worked were out. Whole firms and ultimately the whole software industry came down, because these people could only talk. they could never perform 
 
1 billion people living off trash. children growin up eating litter from garbage dumps, now how are these people going to contribute positively to the society. They grow up eating their own faeces for food. 
 
They have destroyed their own country because of their incompetence, corruption , bad work ethic and bull****ting their way through. 
 
A system that worked perfectly well for the british has collapsed under their incompetence and bad work ethic. 
 
Feeding these millions poses a serious threat to the world. 
 
China needs to stop getting pre occupied with taiwan, it needs to address the immediate dangers first and that is 1 billion garbage eating, hungry, very hungry people. 
 
these people are not human because they breed by the millions like the house flies. They dont take care of their children in any responsible way. 
 
what they breed are parasites that bring country after country down because of their incompetence, lack of ethics, office conspiracies and the absence of a positive, constructive, imaginative mind. 
 
These people are pathological liars, forgers and bull****ters. Hundreds of them came to the US with fake certificates and got deported back. 
 
A big chunk of these are still in the US taking whatever little is left of the industry apart and doing permanent long term damage by destroying the corporate culture and the american work ethic.",1,202,2,3,2,3,2,2,1,1,1,1,1,1,5,5,6,5,5,6,5,5,5,5,1,5,1,1,4,1,1,2,202,0.893,2001,2.333333333,1,5.333333333,4.333333333,1.666666667
203,Infinitely more of a man than the slimy traitorous worms who make up effete western governments today pandering to the racial filth who've invaded and who are invading the civilized (white) world and to the slimy race traitors who support it.,1,203,2,3,2,2,2,2,1,1,1,1,1,1,6,3,5,4,3,3,4,1,1,1,1,1,1,1,1,1,1,2,203,0.907,2020,2.166666667,1,4,1.5,1.166666667
204,Invaders and illegal aliens are brought into White nations to specifically destroy them.,1,204,2,3,2,2,2,2,1,1,1,1,1,1,5,3,5,3,3,3,6,6,6,6,5,6,1,1,1,1,1,1,204,0.906,2020,2.166666667,1,3.666666667,5.833333333,1
205,Iranian invaders! Their country hasn't been war torn yet.,1,205,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,4,2,2,1,2,205,0.903,2020,1.166666667,1.166666667,3,1,2
206,"Is giving these immigrants a fingerprint identity card and hard cash to spend where and when they want a good idea ? 
Even though, I would rather the 80'000 that slipped across the channel last year, were all sent back to their neolithic societys.",1,206,4,3,5,3,2,5,1,1,1,1,1,1,3,3,5,3,3,3,1,4,4,4,1,4,2,1,2,2,1,2,206,0.892,2001,3.666666667,1,3.333333333,3,1.666666667
207,"Israeli suspends West Bank pullback   
 
If the U.S. can bomb Serbians for protecting their own real estate from Islamic terrorists, then why can't the U.S. bomb Israel for invading other peoples land?  
 
PREJIDUCE IN AMERICA!!!!",1,207,1,1,1,3,2,2,6,6,6,6,6,6,5,5,5,1,5,3,4,1,1,1,2,1,1,1,1,1,1,1,207,0.902,2001,1.666666667,6,4,1.666666667,1
208,It had to be all white. The ******s have their own version of santa...his name is brother claus. It would offend them if there were nigglets with a white santa. Great obvs. though!!!,1,208,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,2,1,1,4,1,3,4,2,2,3,3,208,0.89,2001,1,1,3,1.666666667,2.833333333
209,"It is really funny to see the double standards you guys/girls have. It sounds as if you are supporting the prince. If I am mistaken, read no further. If I am correct, are you not aware that the prince is not white? How could you possibly support someone who did not fit your description of ""white."" <<<< 
 
 
Answer: No, Uhter, what is funny is to see the double standards YOU girls/guys have! What it boils down to is that we White Nationalists have decided to take a cue from our gallant little ally in the Mideast- Israel.  
 
We have decided it is time for American patriots to learn a policy lesson from the Jews and apply Israel's solution to our own domestic racial crisis.  
I am of course talking about the negro/Afro minority amongst our beloved nation, as well as the aliens from Mexico who threaten to inundate us at our border, not to mention the other muds flooding us from overseas.  
 
Increasingly, predominately black cities in America are no-go zones for white Americans. We are raped, robbed, assaulted and even killed when we go there, and these terror acts spill over into non-black towns and cities. As a result, white Americans are not safe on their own land! Meanwhile, Catholic peons from Mexico invade our country, undermine the Protestant character of our nation and perpetrate more crime and terrorism. There would seem to be no end in sight to the violence committed by these groups and the violence must end!  
 
We have decided we must do as the Chosen People of God Almighty do!  
The Arabs are not allowed to leave their towns and they may not enter Israel for employment or any other reason except certain cases of medical emergency. We in America need to do the same. Whenever there are clashes with our police and an outburst of violence from Afros or Latinos in America, we should seal ghettos and barrios the way Israel sealed the Palestinian cities at the beginning of 2001.  
 
We recommend this for Christian Europe as well. When violence erupts, Germans can close predominately Turkish towns in Germany, the French can close African areas of France, and the British can seal Brixton, closing access by minorities to the outside world for months on end, like Israel does.  
 
Once having closed these areas, American intelligence agents can pinpoint the homes of the most violence-prone black and Mexican gang-members and rioters and demolish their homes, leaving their families on the street where they belong. The Israelis have had great success doing this for years to the Palestinians. House demolition is a real deterrent not soon forgotten! Just like Israel does!  
 
Any time a black or Mexican child throws a stone at a white American, or assaults a white American, they should be shot! If a few hundred black or Mexican children are killed by police and vigilantes in America every year, it is their parents' fault for allowing their children to be out in the streets.  
Handle it the same way Israel does!  
 
We need to implement these Jewish policies in the US. We have muzzled our police and militia for too long in the face of black and Latino violence. Let's teach these coloreds in America the way the Israelis are teaching those heathen, camel riding, sand ******s in Palestine!  
 
When advocating the implementation of these measures in America, we have decided to tell our Congressmen, teachers, pastors or media persons that wehave learned these tactics from Israel, and that this is the best solution for ending minority violence, as most Jewish solutions are. Minorities and aliens have a few rights, but these must be reasonably balanced against America's security, because our ""security must remain a paramount concern.""  
 
To ensure the success of our campaign to make America as secure as Israel, we have decided it is important to stress the teaching role model of Israel. If we do not, there is a good chance that we will be denounced and obstructed by human rights activists, cosmopolitan eggheads such as yourself, and other liberal types.  
 
We have decided that by citing the Israeli model we can win powerful allies to our cause. Human rights groups like the Anti-Defamation League (ADL), Morris Dees' SPLC, the Wiesenthal Center and the media, will not condemn our plan for minority and alien crime control if they know we are only doing as Israel does.  
 
Without the Israeli parallel, our platform to counter minority violence would be smeared as racist and neo-Nazi. However, as soon as the media and the human rights groups understand that we are merely imitating the holy state of Israel, our program will be immune from all but token criticism!  
 
So what whites here are seeking is a separate nation free from mud influence, without having integration forced upon us, just like Israel does! Do you have a problem with that Uhter_ 27? 
If so, why? Trust me- it won't upset me what  you think either way! 
Haw!Haw!Haw!",1,209,4,5,4,5,4,5,5,6,5,5,6,6,6,6,6,5,6,6,5,6,4,5,4,4,1,1,1,1,2,2,209,0.886,2001,4.5,5.5,5.833333333,4.666666667,1.333333333
